t,cmdty,state_id,state,market_id,market_name,state_name,district_id,district_name,qty
"2024-04-14","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","377.7"
"2024-04-13","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","55.8"
"2024-04-13","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","6.6"
"2024-04-13","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","33.6"
"2024-04-13","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","303.9"
"2024-04-12","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","98.3"
"2024-04-12","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","33.3"
"2024-04-12","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","0.75"
"2024-04-12","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","408"
"2024-04-11","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","4.6"
"2024-04-11","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","365.6"
"2024-04-11","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","131"
"2024-04-11","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","13.3"
"2024-04-10","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","6.2"
"2024-04-10","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","729.6"
"2024-04-10","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","136"
"2024-04-08","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","7.2"
"2024-04-08","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","342.8"
"2024-04-08","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","103.6"
"2024-04-07","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","132.2"
"2024-04-07","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","389.9"
"2024-04-07","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","5.3"
"2024-04-06","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","188.2"
"2024-04-06","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","286"
"2024-04-06","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","0.17"
"2024-04-05","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","3.5"
"2024-04-05","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","285.3"
"2024-04-04","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","1.5"
"2024-04-04","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","207.6"
"2024-04-04","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","331.9"
"2024-03-31","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","358.9"
"2024-03-31","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","110.4"
"2024-03-31","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","8.2"
"2024-03-30","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","322.1"
"2024-03-30","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","8.4"
"2024-03-30","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","101.7"
"2024-03-30","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","10"
"2024-03-29","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","387.1"
"2024-03-29","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","20"
"2024-03-29","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","66.8"
"2024-03-28","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","104.6"
"2024-03-27","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","108.9"
"2024-03-27","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","9"
"2024-03-27","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","393.9"
"2024-03-26","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","320.5"
"2024-03-26","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","37.9"
"2024-03-26","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","126.3"
"2024-03-26","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","10.3"
"2024-03-25","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","113.4"
"2024-03-25","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","271.4"
"2024-03-24","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","83.6"
"2024-03-24","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","5.6"
"2024-03-23","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","465.8"
"2024-03-23","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","166.7"
"2024-03-23","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","12.1"
"2024-03-22","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","133.4"
"2024-03-22","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","10.1"
"2024-03-22","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","297.3"
"2024-03-21","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","10"
"2024-03-21","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","437.8"
"2024-03-21","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","123.7"
"2024-03-21","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","16.2"
"2024-03-20","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","3.5"
"2024-03-20","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","254.8"
"2024-03-20","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","36.6"
"2024-03-19","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","12.6"
"2024-03-19","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","4"
"2024-03-19","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","435.1"
"2024-03-19","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","85"
"2024-03-19","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","13.2"
"2024-03-18","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","19.9"
"2024-03-18","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","535.8"
"2024-03-18","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","143"
"2024-03-18","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","5.5"
"2024-03-17","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","463.2"
"2024-03-17","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","181.9"
"2024-03-17","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","13"
"2024-03-16","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","29.9"
"2024-03-16","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","14.8"
"2024-03-16","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","626.4"
"2024-03-16","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","250.8"
"2024-03-15","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","3.5"
"2024-03-15","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","12.9"
"2024-03-15","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","200.8"
"2024-03-14","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","394.6"
"2024-03-14","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","216.5"
"2024-03-14","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","5"
"2024-03-13","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","127.5"
"2024-03-13","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","2.5"
"2024-03-13","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","419.2"
"2024-03-13","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","14.8"
"2024-03-12","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","457.8"
"2024-03-12","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","5"
"2024-03-12","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","16.2"
"2024-03-12","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","15.3"
"2024-03-12","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","92.1"
"2024-03-11","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","35.5"
"2024-03-11","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","378.3"
"2024-03-11","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","15"
"2024-03-11","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","103.7"
"2024-03-10","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","0.5"
"2024-03-10","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","5"
"2024-03-10","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","143.6"
"2024-03-10","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","11.4"
"2024-03-10","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","512.1"
"2024-03-09","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","9.4"
"2024-03-08","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","11.2"
"2024-03-08","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","10"
"2024-03-08","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","114.7"
"2024-03-08","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","207.4"
"2024-03-07","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","58.8"
"2024-03-07","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","205.3"
"2024-03-07","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","0.5"
"2024-03-07","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","12.1"
"2024-03-06","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","406.4"
"2024-03-06","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","18.3"
"2024-03-06","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","54.4"
"2024-03-06","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","11.2"
"2024-03-05","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","158.1"
"2024-03-05","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","237.9"
"2024-03-05","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","13.9"
"2024-03-05","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","10.2"
"2024-03-04","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","27"
"2024-03-04","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","10.7"
"2024-03-04","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","418.3"
"2024-03-04","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","19.7"
"2024-03-04","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","106.2"
"2024-03-03","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","478.8"
"2024-03-03","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","179.5"
"2024-03-03","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","20.6"
"2024-03-03","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","12.1"
"2024-03-02","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","243.1"
"2024-03-02","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","10.5"
"2024-03-02","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","549.9"
"2024-03-02","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","12.1"
"2024-03-02","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","2.5"
"2024-03-01","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","185.6"
"2024-03-01","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","37.9"
"2024-03-01","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","470"
"2024-03-01","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","21.2"
"2024-02-29","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","9.4"
"2024-02-29","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","335.8"
"2024-02-29","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","19.3"
"2024-02-29","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","446.7"
"2024-02-28","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","15.1"
"2024-02-28","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","22.9"
"2024-02-28","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","296.5"
"2024-02-28","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","218"
"2024-02-27","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","226"
"2024-02-27","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","23.8"
"2024-02-27","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","10.5"
"2024-02-27","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","467.6"
"2024-02-26","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","57.5"
"2024-02-26","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","515.3"
"2024-02-26","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","10.8"
"2024-02-25","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","176.1"
"2024-02-25","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","297.9"
"2024-02-25","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","0.5"
"2024-02-24","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","595"
"2024-02-24","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","11"
"2024-02-24","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","16.2"
"2024-02-24","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","149.8"
"2024-02-24","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","1.3"
"2024-02-23","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","13.7"
"2024-02-22","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","9.5"
"2024-02-22","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","321.4"
"2024-02-22","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","117.3"
"2024-02-22","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","1.5"
"2024-02-22","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","13.5"
"2024-02-21","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","1.5"
"2024-02-21","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","15"
"2024-02-21","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","104.8"
"2024-02-21","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","284.9"
"2024-02-20","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","312.4"
"2024-02-20","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","17.1"
"2024-02-20","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","173.8"
"2024-02-20","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","10.4"
"2024-02-20","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","19.4"
"2024-02-19","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","208.1"
"2024-02-19","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","10.8"
"2024-02-19","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","19.4"
"2024-02-19","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","141.7"
"2024-02-18","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","4"
"2024-02-18","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","400.6"
"2024-02-18","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","289.8"
"2024-02-18","Potato","36","Telangana","4294","Erragadda(Rythu Bazar)","Telangana","536","Hyderabad","11.7"
"2024-02-17","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","283.5"
"2024-02-17","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","42.7"
"2024-02-16","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","16.8"
"2024-02-16","Potato","36","Telangana","8299","Mahboob Manison","Telangana","536","Hyderabad","0.5"
"2024-02-15","Potato","36","Telangana","1119","Gudimalkapur","Telangana","536","Hyderabad","181.7"
"2024-02-15","Potato","36","Telangana","3815","L B Nagar","Telangana","536","Hyderabad","16.6"
"2024-02-15","Potato","36","Telangana","2046","Bowenpally","Telangana","536","Hyderabad","395.4"
