t,cmdty,market_id,market_name,state_id,state_name,district_id,district_name,variety,p_min,p_max,p_modal
"2021-06-28","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","2000","5000","4000"
"2021-06-27","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","2000","5500","4000"
"2021-06-26","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","3000","2200"
"2021-06-26","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1200","4500","3000"
"2021-06-25","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","3000","2000"
"2021-06-25","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","2000","4500","3500"
"2021-06-24","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","2500","2000"
"2021-06-24","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1500","4000","3000"
"2021-06-24","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","3000","3500","3200"
"2021-06-23","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","2500","3500","3000"
"2021-06-23","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1500","3500","2800"
"2021-06-23","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","3000","2000"
"2021-06-22","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","3000","4000","3500"
"2021-06-22","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","2500","2000"
"2021-06-22","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","2000","4200","3500"
"2021-06-21","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","4000","4200","4100"
"2021-06-21","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","3500","2500"
"2021-06-21","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","3500","2500"
"2021-06-20","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","4000","2500"
"2021-06-20","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","4500","3200"
"2021-06-19","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","3500","4000","3700"
"2021-06-19","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","3500","2500"
"2021-06-18","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","4000","2500"
"2021-06-18","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1200","4000","3000"
"2021-06-18","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","3500","4500","4000"
"2021-06-17","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1500","5000","3500"
"2021-06-17","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","3000","4000","3500"
"2021-06-17","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","4500","2500"
"2021-06-16","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1000","3000","1500"
"2021-06-16","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","3000","2500"
"2021-06-16","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","2000","2500","2200"
"2021-06-15","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","3000","2200"
"2021-06-15","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1000","3000","2000"
"2021-06-15","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","2000","2500","2200"
"2021-06-14","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","1500","2500","2000"
"2021-06-14","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","3000","2300"
"2021-06-13","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","3000","2500"
"2021-06-13","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","3000","2200"
"2021-06-12","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","3000","2000"
"2021-06-12","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","3500","2500"
"2021-06-12","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","2000","2200","2100"
"2021-06-11","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1000","2000","1500"
"2021-06-11","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","2000","2500","2200"
"2021-06-11","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","600","2500","2000"
"2021-06-09","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","2500","2000"
"2021-06-09","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1000","2500","1500"
"2021-06-08","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","2000","1600"
"2021-06-08","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","2000","2200","2100"
"2021-06-08","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1000","2500","1500"
"2021-06-07","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","2500","1800"
"2021-06-07","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","1500","2000","1700"
"2021-06-07","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","800","2000","1600"
"2021-06-06","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1000","2000","1500"
"2021-06-06","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","3000","2500"
"2021-06-05","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","2000","4000","3500"
"2021-06-05","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","2000","2500","2200"
"2021-06-05","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1000","2000","1500"
"2021-06-04","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1000","2000","1500"
"2021-06-04","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","2500","2000"
"2021-06-03","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1000","2500","1500"
"2021-06-03","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","800","2000","1500"
"2021-06-02","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","800","1500","1200"
"2021-06-02","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","600","2000","1600"
"2021-06-02","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","1800","2200","2000"
"2021-06-01","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","600","3200","2800"
"2021-06-01","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","1500","3000","2000"
"2021-05-31","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","600","3200","2800"
"2021-05-31","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","2000","3000","2500"
"2021-05-30","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","600","3000","2500"
"2021-05-28","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","1000","2000","1800"
"2021-05-28","Green Chilli","3815","L B Nagar","36","Telangana","536","Hyderabad","Green Chilly","1500","2500","2000"
"2021-05-28","Green Chilli","1119","Gudimalkapur","36","Telangana","536","Hyderabad","Green Chilly","600","1500","1000"
"2021-05-27","Green Chilli","2046","Bowenpally","36","Telangana","536","Hyderabad","Green Chilly","600","2000","1500"
